,property_title,seller_id,seller_type,open_viewing,no_of_photos,available_from,available_for,area,furnished,bathrooms,beds,price,Parking,Cable Television,Dryer,Garden / Patio / Balcony,Washing Machine,Serviced Property,Pets Allowed,Wheelchair Access,Central Heating,Microwave,Smoking,Dishwasher,House Alarm,Internet
456,"Wyckham Point, Dundrum, Dublin 14",0.0,0.0,0.0,12.0,2017-09-10,12.0,107.0,1.0,1.0,1.0,1550.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
457,"Merrion Court, Ballsbridge, Dublin 4",58.0,1.0,0.0,9.0,2017-09-10,12.0,92.0,0.0,2.0,2.0,2200.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
458,"The Barley House , Cork Street, Dublin 8, Dublin 8",1331.0,1.0,0.0,6.0,2017-09-21,12.0,108.0,1.0,2.0,2.0,2000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
459,"The Richmond, North Brunswick Street, Smithfield, Dublin 7",1331.0,1.0,0.0,8.0,2017-08-29,12.0,74.0,1.0,1.0,1.0,1600.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
461,"Saint Patricks Street, Christchurch, Dublin 8",8357.0,1.0,0.0,11.0,2017-09-02,12.0,97.0,1.0,1.0,1.0,1550.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
462,"Waterville Terrace, Blanchardstown, Dublin 15",8357.0,1.0,0.0,17.0,2017-09-11,12.0,50.0,1.0,2.0,2.0,1600.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
463,"Elmhill, The Grange, Newcastle Road., Lucan, Co. Dublin",8357.0,1.0,0.0,10.0,2017-08-25,12.0,93.0,1.0,1.0,1.0,975.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
465,"Acorn House, Seven Oaks, Rathmines,, Rathmines, Dublin 6",10233.0,1.0,0.0,8.0,2017-08-25,12.0,38.0,1.0,1.0,1.0,1700.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
466,"Penthouse 21 Pintail House, Seafield Road East, Clontarf, Dublin 3",453.0,1.0,0.0,15.0,2017-06-30,12.0,41.0,0.0,3.0,3.0,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
467,"Parnell street, Dublin 1, Dublin 1",7732.0,1.0,0.0,4.0,2017-09-09,12.0,25.0,1.0,1.0,1.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,"109 morehampton road, Donnybrook, Dublin 4",0.0,0.0,0.0,5.0,2017-09-05,12.0,17.0,1.0,1.0,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,"Applewood Main Street, Applewood Village, Swords, Co. Dublin",9172.0,1.0,0.0,14.0,2017-08-31,12.0,37.0,1.0,2.0,2.0,1450.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
471,"Parnell Street, Dublin 1, Dublin 1",7732.0,1.0,0.0,0.0,2017-09-09,12.0,25.0,1.0,1.0,1.0,1650.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
472,"Lanesborough Terrace, Finglas, Dublin 11",9172.0,1.0,0.0,1.0,2017-09-06,12.0,26.0,1.0,1.0,2.0,1352.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
473,"Shrewsbury Square, Ballsbridge, Dublin 4",9172.0,1.0,0.0,12.0,2017-11-20,12.0,92.0,1.0,2.0,2.0,2700.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
474,"Sutton Cross, Sutton, Dublin 13",9172.0,1.0,0.0,9.0,2017-10-02,12.0,104.0,1.0,1.0,1.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
475,"Airfield Manor, Airfield Park, Donnybrook, Dublin 4",262.0,1.0,0.0,5.0,2017-08-31,12.0,17.0,1.0,2.0,2.0,2500.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
476,"Olcovar, Dublin road, Shankill, Dublin 18",10252.0,1.0,0.0,11.0,2017-09-12,12.0,111.0,1.0,2.0,2.0,1600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
477,"Woodview Mount Merrion ave, Blackrock, Co. Dublin",10252.0,1.0,0.0,7.0,2017-09-25,12.0,68.0,1.0,1.0,2.0,1900.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
478,"Mountjoy Square East 20, Ballybough, Dublin 1",0.0,0.0,0.0,7.0,2017-09-10,12.0,42.0,1.0,1.0,1.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,"Galtymore Road, Drimnagh, Dublin 12",3671.0,1.0,0.0,4.0,2017-08-03,12.0,77.0,1.0,1.0,1.0,1250.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
480,"Castle Mill, Balbriggan, Co. Dublin",0.0,0.0,0.0,7.0,2017-08-23,12.0,46.0,1.0,2.0,2.0,1250.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
481,"Kelston Avenue, Leopardstown Road, Dublin 18, Foxrock, Dublin 18",7483.0,1.0,0.0,23.0,2017-09-01,12.0,7.0,0.0,3.0,4.0,2800.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
482,"Serpentine House Serpentine Avenue, Ballsbridge, Dublin 4",2960.0,1.0,0.0,10.0,2017-08-25,12.0,92.0,1.0,2.0,2.0,2500.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
483,"Apt 4 Eaton Hall, Terenure Road North, Dublin 6W, Terenure, Dublin 6w",7483.0,1.0,0.0,15.0,2017-09-01,12.0,82.0,1.0,2.0,2.0,1900.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
484,"Station Road, Killiney, Co. Dublin",1599.0,1.0,0.0,20.0,2017-09-29,0.0,24.0,1.0,1.0,2.0,3000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
485,"Glenesky Square, Phoenix Park Racecourse, Castleknock, Dublin 15",4274.0,1.0,0.0,12.0,2017-09-03,12.0,69.0,1.0,2.0,2.0,1750.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
488,"Shrewsbury, Ballsbridge, Dublin 4",7554.0,1.0,0.0,22.0,2017-08-08,12.0,92.0,1.0,1.0,1.0,2350.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
489,"Millview Hall, Skerries, Co. Dublin",84.0,1.0,0.0,8.0,2017-09-01,12.0,61.0,1.0,1.0,2.0,1350.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
490,"Pembroke Lane, Ballsbridge, Dublin 4",114.0,1.0,0.0,28.0,2017-08-17,12.0,92.0,1.0,2.0,3.0,3600.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
491,"The Mills, Castleknock, Dublin 15",114.0,1.0,0.0,13.0,2017-09-11,12.0,69.0,1.0,1.0,2.0,1600.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
493,"Merchamp, Seafield Road East Clontarf Dublin 3, Clontarf, Dublin 3",114.0,1.0,0.0,22.0,2017-09-07,12.0,41.0,1.0,2.0,2.0,1850.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
494,"Riverstown House, Spencer Dock, Dublin 1, Dublin 1",114.0,1.0,0.0,14.0,2017-09-26,12.0,25.0,1.0,1.0,2.0,2100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
495,"107 Galtrim Grange, Broomfield, Malahide, Co. Dublin",0.0,0.0,0.0,10.0,2017-09-16,12.0,6.0,3.0,1.0,2.0,1550.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
496,"Grace park manor, Drumcondra, Dublin 9",224.0,1.0,0.0,1.0,2017-09-10,12.0,91.0,1.0,3.0,2.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,"The Tallow, Rathborne, Ashtown, Dublin 7",0.0,0.0,0.0,5.0,2017-10-01,12.0,106.0,1.0,2.0,2.0,1600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
499,"Baileys court, Baileys row,, Dublin 1, Dublin 1",92.0,1.0,0.0,9.0,2017-08-08,12.0,25.0,1.0,1.0,2.0,1800.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
500,"25 St. Andrew's Street, Dublin 2, Dublin 2",92.0,1.0,0.0,15.0,2017-03-29,12.0,53.0,1.0,2.0,2.0,3500.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
501,"Baileys court, Baileys row,, Dublin 1, Dublin 1",92.0,1.0,0.0,12.0,2017-04-26,12.0,25.0,1.0,2.0,3.0,2300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
502,"Dunloe Hall, 27 Merrion Street, Dublin 2, Dublin 2, Dublin 2",92.0,1.0,0.0,15.0,2017-06-29,12.0,53.0,1.0,1.0,2.0,2300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
503,"Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",4274.0,1.0,0.0,1.0,2017-08-18,12.0,69.0,1.0,2.0,2.0,1850.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
504,"Alma Court, Alma Road, Monkstown, Co. Dublin",8178.0,1.0,0.0,19.0,2017-09-06,12.0,0.0,1.0,1.0,2.0,1900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
505,"The Rectory, Stepaside, Dublin 18",8178.0,1.0,0.0,13.0,2017-09-06,12.0,81.0,1.0,1.0,2.0,1800.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
506,"Comyn House Patrick Street, Dublin 8, Dublin 8",797.0,1.0,0.0,10.0,2017-08-29,12.0,108.0,1.0,1.0,1.0,2200.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
508,"Sherborne, Aungier Street, Dublin 2, Dublin 2",797.0,1.0,0.0,16.0,2017-08-29,0.0,53.0,1.0,1.0,1.0,2500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
509,"Fade Street, Dublin 2, Dublin 2",797.0,1.0,0.0,9.0,2017-09-04,12.0,53.0,1.0,1.0,2.0,2500.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
510,"South William Street, Dublin 2, Dublin 2",797.0,1.0,0.0,11.0,2017-09-05,12.0,53.0,1.0,1.0,2.0,2400.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
511,"Ferndale Court, Rathmichael, Co. Dublin",651.0,1.0,0.0,12.0,2017-09-04,9.0,36.0,1.0,2.0,2.0,1700.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
512,"Castle Lawn, Kilgobbin Wood, Sandyford, Dublin 18",651.0,1.0,0.0,9.0,2017-10-04,12.0,114.0,1.0,2.0,2.0,1700.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
513,"Stillorgan Road, Blackrock, Dublin 4",0.0,0.0,0.0,11.0,2017-09-10,36.0,68.0,1.0,2.0,2.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
514,"Radcliff Hall, St John's Road, Sandymount, Dublin 4",114.0,1.0,0.0,27.0,2017-10-02,12.0,60.0,1.0,2.0,3.0,2950.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
515,"Parklands, Northwood, Santry, Dublin 9",0.0,0.0,0.0,6.0,2017-11-01,0.0,55.0,1.0,2.0,2.0,2000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
516,"Belfield Park, Blackrock, Co. Dublin",2.0,1.0,0.0,13.0,2017-08-08,12.0,68.0,1.0,1.0,2.0,1872.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
517,"Venetian Hall, Killester, Dublin 5",2.0,1.0,0.0,10.0,2017-07-31,12.0,16.0,3.0,1.0,2.0,1500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
518,"Crosbies yard apartments , Ossory road , dublin 3, East Wall, Dublin 3",0.0,0.0,0.0,7.0,2017-09-10,12.0,8.0,3.0,2.0,2.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,"Westland Square, Dublin 2, Dublin 2",0.0,0.0,0.0,29.0,2017-09-04,9.0,53.0,1.0,1.0,2.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,"23 HOGAN VIEW, Drumcondra, Dublin 9",3658.0,1.0,0.0,15.0,2017-09-18,3.0,91.0,1.0,1.0,1.0,1250.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
521,"Kenmare House North Great Georges St., Dublin 1, Dublin 1",0.0,0.0,0.0,15.0,2017-11-01,3.0,25.0,1.0,1.0,1.0,1500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
522,"Landys Court, Balbriggan, Co. Dublin",0.0,0.0,0.0,6.0,2017-09-12,12.0,46.0,1.0,1.0,1.0,1100.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
523,"Hawkesbury Glencairn Cresent The Gallops Leopardst, Leopardstown, Dublin 18",0.0,0.0,0.0,12.0,1970-01-01,12.0,44.0,1.0,1.0,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,"Penthouse 4/5 Dawson St, Dublin 2, Dublin 2",10123.0,1.0,0.0,21.0,2017-09-07,12.0,53.0,1.0,1.0,2.0,2900.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
525,"Slaney House, Custom House Square, IFSC, Dublin 1",114.0,1.0,0.0,38.0,2017-08-11,12.0,84.0,1.0,2.0,2.0,3300.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
526,"Sherrard Street Upper, Dublin 1, Dublin 1",0.0,0.0,0.0,5.0,2017-09-28,12.0,25.0,1.0,1.0,1.0,936.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
527,"Premier Square, Finglas, Dublin 11",0.0,0.0,0.0,7.0,2017-09-10,12.0,26.0,1.0,2.0,2.0,1425.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
528,"The Quartz, The Grange, Brewery Road, Stillorgan, Co. Dublin",9739.0,1.0,0.0,16.0,2017-09-15,12.0,13.0,1.0,2.0,2.0,2400.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
529,"Capel Street, Dublin 1, Dublin 1",448.0,1.0,0.0,3.0,2017-09-15,3.0,25.0,1.0,1.0,1.0,1450.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
530,"olcovar, Shankill, Dublin 18",0.0,0.0,0.0,9.0,2017-09-07,12.0,111.0,3.0,2.0,2.0,1550.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
531,"11 Adelaide House, Haddington Terrace, Dun Laoghaire, Co. Dublin",0.0,0.0,0.0,10.0,2017-09-11,12.0,9.0,1.0,1.0,2.0,2200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
532,"Geraldstown Wood, Santry, Dublin 9",2050.0,1.0,0.0,6.0,2017-09-07,12.0,55.0,1.0,1.0,1.0,1250.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
533,"Allendale Court, Clonsilla, Dublin 15",2636.0,1.0,0.0,9.0,2017-09-01,12.0,21.0,1.0,2.0,2.0,1500.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
534,"The Weir, 59 Orwell Park, Rathgar, Dublin 6",10050.0,1.0,0.0,9.0,2017-05-15,12.0,73.0,3.0,2.0,2.0,3250.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
535,"rosebank view, Clondalkin, Dublin 22",0.0,0.0,0.0,10.0,2017-09-09,3.0,110.0,1.0,1.0,1.0,1200.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
536,"Anglesea Lodge, Anglesea Road, Ballsbridge, Dublin 4",0.0,0.0,0.0,14.0,2017-10-03,0.0,92.0,1.0,1.0,2.0,3400.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
537,"59 The Mill, Weavers Square, Cork St, Dublin 8, Dublin 8",0.0,0.0,0.0,10.0,2017-09-15,9.0,108.0,1.0,1.0,2.0,2400.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
538,"Gallery Quay, Dublin 2, Dublin 2",577.0,1.0,0.0,2.0,2017-09-22,12.0,53.0,0.0,1.0,2.0,1924.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
539,"Richmond Gardens, Richmond Avenue, Fairview, Dublin 3",86.0,1.0,0.0,12.0,2017-09-07,12.0,95.0,1.0,2.0,2.0,1700.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
540,"Grosvenor Road, Rathmines, Dublin 6",86.0,1.0,0.0,9.0,2017-09-01,12.0,38.0,1.0,1.0,1.0,1300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
541,"Burnell Court, Northern Cross, Malahide Road, Balgriffin, Dublin 13",86.0,1.0,0.0,11.0,2017-09-07,12.0,15.0,1.0,2.0,2.0,1450.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
542,"Apartment 4, 6 Proby Square, Blackrock, Co. Dublin",1367.0,1.0,0.0,7.0,2017-08-25,12.0,68.0,1.0,1.0,2.0,2300.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
543,"Bushy Park House, Templeogue Rd, Terenure, Dublin 6w",5139.0,1.0,0.0,6.0,2017-10-10,12.0,82.0,3.0,2.0,3.0,2385.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
544,"Thorncliffe, Milltown Bridge Road, Milltown, Dublin 6",173.0,1.0,0.0,6.0,2017-09-04,12.0,48.0,1.0,1.0,1.0,1615.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
545,"Ely Place Upper, Dublin 2, Dublin 2",173.0,1.0,0.0,13.0,2017-09-23,12.0,53.0,1.0,1.0,2.0,3600.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
546,"Ransford, Sandford Avenue, Donnybrook, Dublin 4",577.0,1.0,0.0,12.0,2017-09-30,12.0,17.0,1.0,2.0,2.0,2000.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
548,"Gracepark Manor, Drumcondra, Dublin 9",9739.0,1.0,0.0,26.0,2017-09-11,12.0,91.0,1.0,4.0,4.0,2950.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
549,"Temple Hill, Terenure, Dublin 6",9488.0,1.0,0.0,1.0,2017-09-12,12.0,82.0,3.0,2.0,2.0,2200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
550,"House 1, Linden Square, Grove Ave,, Blackrock, Co. Dublin",80.0,1.0,0.0,13.0,2017-09-04,12.0,68.0,1.0,2.0,3.0,2500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
551,"St Augustine Court.  St Augustine St ,, Christchurch, Dublin 8",80.0,1.0,0.0,6.0,2017-09-07,12.0,97.0,1.0,1.0,2.0,1850.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
552,"castleland court, Balbriggan, Co. Dublin",0.0,0.0,0.0,0.0,2017-09-07,12.0,46.0,1.0,2.0,3.0,1450.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
553,"11 saunders house, spencer dock, Dublin 1, Dublin 1",0.0,0.0,0.0,10.0,2017-09-07,0.0,25.0,1.0,2.0,2.0,2600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,"North Circular Rd, Dublin 1, Dublin 1",0.0,0.0,0.0,0.0,2017-09-10,12.0,25.0,1.0,1.0,2.0,1850.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
555,"3b Tyrconnell Road, Inchicore, Dublin 8",170.0,1.0,0.0,18.0,2017-08-31,12.0,109.0,1.0,2.0,1.0,1500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
556,"Boyne Court, Harold's Cross, Dublin 6w",0.0,0.0,0.0,6.0,2017-10-09,12.0,19.0,3.0,1.0,1.0,1450.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
558,"131 Parklands, Northwood, Santry, Dublin 9",3658.0,1.0,0.0,5.0,2017-09-15,12.0,55.0,1.0,1.0,2.0,1400.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
560,"The Hibernian, The Gasworks, Ringsend, Dublin 4",2236.0,1.0,0.0,9.0,2017-06-09,0.0,94.0,1.0,1.0,1.0,3250.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
565,"Mount Argus, Harold's Cross, Dublin 6w",10258.0,1.0,0.0,8.0,2017-09-10,0.0,19.0,1.0,1.0,1.0,1700.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
566,"Ringsend Road, Dublin 2, Dublin 2",10258.0,1.0,0.0,8.0,2017-10-01,0.0,53.0,1.0,1.0,2.0,2400.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
567,"Sir John Rodgersons Quay, Dublin 2, Dublin 2",10258.0,1.0,0.0,8.0,2017-09-06,0.0,53.0,1.0,1.0,2.0,3400.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
568,"Custom House Harbour, IFSC, Dublin 1",0.0,0.0,0.0,11.0,2017-09-18,12.0,84.0,1.0,1.0,2.0,2500.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
569,"Lymewood Mews, Northwood, Santry, Santry, Dublin 9",3658.0,1.0,0.0,6.0,2017-09-10,12.0,55.0,1.0,1.0,1.0,1350.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
573,"Parnell Street, Dublin 1, Dublin 1",9406.0,1.0,0.0,5.0,2016-11-18,6.0,25.0,1.0,1.0,1.0,1950.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
578,"Parnell Street, Ivy Exchange, Dublin 1, Dublin 1",9406.0,1.0,0.0,12.0,2016-11-18,3.0,25.0,1.0,2.0,3.0,3800.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
581,"Parnell Street, Dublin 1, Dublin 1",9406.0,1.0,0.0,10.0,2016-11-18,9.0,25.0,1.0,2.0,2.0,2650.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
584,"Capel Street, Dublin 1, Dublin 1",9406.0,1.0,0.0,7.0,2016-11-18,3.0,25.0,1.0,1.0,2.0,2450.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
