,property_title,seller_id,seller_type,open_viewing,no_of_photos,available_from,available_for,area,furnished,bathrooms,beds,price,Parking,Cable Television,Dryer,Garden / Patio / Balcony,Washing Machine,Serviced Property,Pets Allowed,Wheelchair Access,Central Heating,Microwave,Smoking,Dishwasher,House Alarm,Internet
227,"Phibsboro Road D7, Phibsborough, Dublin 7",0.0,0.0,0.0,11.0,1970-01-01,12.0,34.0,1.0,1.0,2.0,2200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,"Castleforbes square, IFSC, Dublin 1",0.0,0.0,0.0,15.0,2017-10-05,3.0,84.0,1.0,2.0,2.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
229,"O\'Callaghan Court, Grand Canal Dock, Dublin 2",10732.0,1.0,0.0,11.0,2017-09-10,12.0,52.0,1.0,1.0,1.0,2150.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
230,"Cathedral Court, Dublin 2, Dublin 2",10732.0,1.0,0.0,21.0,2017-09-10,12.0,53.0,1.0,1.0,1.0,2100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
231,"Blackthorn Hall, Sandyford, Dublin 18",1393.0,1.0,0.0,4.0,2017-08-18,12.0,114.0,1.0,2.0,2.0,1900.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
232,"Shalimar Apartments, 20 Monastery Road, Clondalkin, Dublin 22",1393.0,1.0,0.0,8.0,2017-09-08,6.0,110.0,1.0,1.0,1.0,1300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
233,"Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",1393.0,1.0,0.0,5.0,2017-09-05,12.0,114.0,1.0,1.0,1.0,1700.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
234,"Cairnbrook Manor, Carrickmines, Dublin 18",1393.0,1.0,0.0,7.0,2017-09-07,6.0,72.0,1.0,2.0,2.0,2500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
235,"Penthouse, Custom House Square, Docklands, Dublin 1, Dublin 1",0.0,0.0,0.0,16.0,2017-09-20,12.0,25.0,1.0,2.0,3.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,"Monastery Heath, Clondalkin, Dublin 22",1393.0,1.0,0.0,6.0,2017-09-08,6.0,110.0,1.0,2.0,2.0,1450.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
238,"Cairnbrook Manor, Glenamuck Road, Foxrock, Dublin 18",1393.0,1.0,0.0,13.0,2017-09-07,6.0,7.0,1.0,2.0,2.0,2500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
239,"Pembroke Square, Grand Canal Dock, Dublin 4, Ballsbridge, Dublin 4",0.0,0.0,0.0,18.0,2017-09-10,12.0,92.0,1.0,2.0,2.0,2200.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
240,"Philipsburg Avenue, Fairview, Dublin 3",10258.0,1.0,0.0,7.0,2017-09-10,0.0,95.0,1.0,1.0,1.0,1600.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
241,"Annamoe Road, Dublin 7, Dublin 7",10258.0,1.0,0.0,6.0,2017-09-15,0.0,103.0,1.0,2.0,2.0,1950.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
242,"9 Ailesbury Oaks, Ballsbridge, Dublin 4",6182.0,1.0,0.0,8.0,2017-09-10,12.0,92.0,1.0,1.0,2.0,2750.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243,"212 Wyckham Point, Dundrum, Dublin 14",6182.0,1.0,0.0,14.0,2017-09-10,12.0,107.0,1.0,3.0,3.0,3750.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,"Norseman Court, Dublin 7, Dublin 7",0.0,0.0,0.0,17.0,2017-10-01,12.0,103.0,1.0,1.0,1.0,1500.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
246,"Mountbrook, Donnybrook, Dublin 4",0.0,0.0,0.0,12.0,2017-09-04,12.0,17.0,1.0,1.0,2.0,1950.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,"7 Waterside Way, Malahide, Co. Dublin",0.0,0.0,0.0,12.0,2017-09-14,12.0,6.0,1.0,1.0,2.0,1550.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
248,"Temple Lane South, Temple Bar, Dublin 2",0.0,0.0,0.0,9.0,2017-09-10,6.0,117.0,1.0,1.0,2.0,2300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,"The Schooner, Dublin 1, Dublin 1",0.0,0.0,0.0,9.0,2017-09-07,12.0,25.0,1.0,1.0,1.0,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
250,"The Tramyard, Spa Road, Inchicore, Dublin 8, Dublin 8",0.0,0.0,0.0,7.0,2017-09-28,12.0,108.0,1.0,1.0,2.0,1700.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
251,"Belmont Park, Donnybrook, Donnybrook, Dublin 4",8372.0,1.0,0.0,11.0,2017-09-07,12.0,17.0,0.0,2.0,3.0,3200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
252,"Wolfe Tone Lofts, Wolfe Tone Street, Dublin 1, Dublin 1",8372.0,1.0,0.0,12.0,2017-05-17,12.0,25.0,1.0,1.0,2.0,2200.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
253,"Wolfe Tone Lofts, Wolfe Tone Street, Dublin 1, Dublin 1",8372.0,1.0,0.0,24.0,2017-08-01,12.0,25.0,1.0,1.0,2.0,2050.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
254,"Wolfe Tone Lofts, Wolfe Tone Street, Smithfield, Dublin 1",8372.0,1.0,0.0,12.0,2017-07-05,12.0,74.0,1.0,1.0,2.0,1950.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
255,"Mellor Court, Liffey Street, Dublin 1, Dublin 1",0.0,0.0,0.0,1.0,2017-09-13,12.0,25.0,1.0,1.0,1.0,1700.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
256,"The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",0.0,0.0,0.0,8.0,2017-09-17,12.0,92.0,1.0,1.0,2.0,2800.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
257,"Harcourt Green, Charlemont Street, Dublin 2, Dublin 2",0.0,0.0,0.0,8.0,2017-09-07,12.0,53.0,3.0,2.0,2.0,2300.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
258,"Myrtle House, The Coast, Baldoyle, Baldoyle, Dublin 13",0.0,0.0,0.0,11.0,2017-10-01,12.0,96.0,1.0,2.0,2.0,1500.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
259,"Mount Prospect Avenue, Clontarf, Dublin 3",10732.0,1.0,0.0,8.0,2017-09-20,12.0,41.0,0.0,1.0,2.0,1750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
261,"Dock Mill, Barrow St, Dublin 4, Grand Canal Dock, Dublin 4",0.0,0.0,0.0,6.0,2017-10-01,3.0,52.0,1.0,1.0,2.0,2300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
262,"Carrigmore Crescent, Citywest, Co. Dublin",9622.0,1.0,0.0,9.0,2017-07-31,12.0,49.0,1.0,2.0,3.0,1750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,"Seven Oaks, Sarsfield Road, Inchicore, Dublin 8",9622.0,1.0,0.0,11.0,2017-09-10,12.0,109.0,1.0,1.0,1.0,1650.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
264,"Summerseat, Castleknock, Dublin 15",7569.0,1.0,0.0,7.0,2017-09-05,12.0,69.0,1.0,1.0,2.0,2100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
265,"Carrigmore, Citywest, Co. Dublin",7569.0,1.0,0.0,4.0,2017-08-30,3.0,49.0,1.0,1.0,2.0,1200.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
266,"Cedarbrook Avenue, Cherry Orchard, Dublin 10",7569.0,1.0,0.0,6.0,2017-08-31,12.0,78.0,1.0,1.0,2.0,1400.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
267,"St Margarets Ave, Malahide, Co. Dublin",7569.0,1.0,0.0,5.0,2017-09-07,12.0,6.0,1.0,2.0,3.0,2500.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
268,"Wolfe Tone Street, Dublin 1, Dublin 1",8372.0,1.0,0.0,7.0,2017-08-31,12.0,25.0,1.0,3.0,3.0,3900.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
269,"Essex Street, Temple Bar, Dublin 2",7569.0,1.0,0.0,8.0,2017-08-31,12.0,117.0,1.0,1.0,2.0,2950.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
270,"Meath St., Dublin 8, Dublin 8",7569.0,1.0,0.0,8.0,2017-08-15,12.0,108.0,1.0,1.0,2.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,"Cedarbrook Avenue, Cherry Orchard, Dublin 10",7569.0,1.0,0.0,7.0,2017-08-18,12.0,78.0,1.0,1.0,2.0,1450.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
272,"Blackthorn Hill View, Rathcoole, Co. Dublin",7569.0,1.0,0.0,6.0,2017-09-07,12.0,102.0,1.0,1.0,2.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,"The Crescent Building, Park West, Dublin 12",7569.0,1.0,0.0,4.0,2017-08-24,12.0,99.0,3.0,1.0,2.0,1450.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
274,"Bachelors Walk,North Lotts, North City Centre, Dublin 1, Dublin 1",7569.0,1.0,0.0,4.0,2017-09-05,12.0,25.0,1.0,1.0,2.0,2750.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
275,"Sheldon Park Apartments, Kylemore Road, Bluebell, Dublin 12",7569.0,1.0,0.0,5.0,2017-09-05,12.0,116.0,1.0,1.0,2.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,"Rosse Court, Lucan, Co. Dublin",7569.0,1.0,0.0,6.0,2017-09-07,12.0,93.0,1.0,2.0,2.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
277,"The Holly, Rockfield, Dundrum, Dublin 14",7569.0,1.0,0.0,13.0,2017-08-24,12.0,107.0,1.0,2.0,2.0,1750.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,"Bluebell Cottages, Old Naas Road, Bluebell, Dublin 12",7569.0,1.0,0.0,4.0,2017-09-05,6.0,116.0,1.0,1.0,2.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,"Grangeview Place, Clondalkin, Dublin 22",7569.0,1.0,0.0,6.0,2017-09-01,12.0,110.0,1.0,1.0,2.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,"Millpark, Clondalkin, Dublin 22",7569.0,1.0,0.0,6.0,2017-08-31,3.0,110.0,1.0,1.0,2.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,"Linden Court, Blackrock, Co. Dublin",7569.0,1.0,0.0,10.0,2017-09-05,12.0,68.0,1.0,2.0,2.0,1750.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286,"Apartment 52 Rialto Court,, Rialto, Dublin 8",1413.0,1.0,1.0,7.0,2017-09-06,12.0,58.0,1.0,1.0,1.0,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
287,"Killiney Hill Park, Killiney Hill Road, Killiney, Co. Dublin",8191.0,1.0,0.0,20.0,2017-08-04,0.0,24.0,1.0,2.0,2.0,3000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
288,"Harbour View, Dun Laoghaire, Co. Dublin",8191.0,1.0,0.0,17.0,2017-09-12,12.0,9.0,1.0,2.0,3.0,2600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
290,"Lower Rathmines Road, Rathmines, Dublin 6",432.0,1.0,0.0,15.0,2017-09-10,12.0,38.0,1.0,1.0,1.0,1500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
291,"Newtown Court, Eaton Brae Road, Rathgar, Dublin 6",432.0,1.0,0.0,6.0,2017-09-10,12.0,73.0,1.0,1.0,2.0,1455.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
292,"Cassian Court North, Royal Canal Park, Ashtown, Dublin 15",195.0,1.0,0.0,14.0,2017-09-01,12.0,106.0,1.0,2.0,3.0,1800.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
293,"Bowbridge Place, Kilmainham, Dublin 8",195.0,1.0,0.0,8.0,2017-10-02,12.0,27.0,1.0,1.0,1.0,1300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
294,"stillorgan/ booterstown, Stillorgan, Co. Dublin",0.0,0.0,0.0,3.0,2017-09-11,12.0,13.0,1.0,2.0,3.0,2495.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
295,"Bissett's Loft, Strand Street, Malahide, Co. Dublin",0.0,0.0,0.0,29.0,2017-09-10,12.0,6.0,1.0,2.0,3.0,2800.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
296,"Allendale Court, Clonsilla, Dublin 15",1186.0,1.0,0.0,7.0,2017-09-18,12.0,21.0,1.0,1.0,2.0,1350.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
297,"Ballintyre Square, Ballinteer, Dublin 16",0.0,0.0,0.0,17.0,2017-10-07,12.0,45.0,1.0,2.0,2.0,1750.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
299,"High Grove, Mount Talbot,, Clondalkin, Dublin 22",1349.0,1.0,0.0,22.0,2017-08-23,12.0,110.0,1.0,1.0,3.0,1800.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
300,"Dawson Court, Cross Avenue, Blackrock, Co. Dublin",8847.0,1.0,0.0,10.0,2017-09-07,9.0,68.0,1.0,1.0,1.0,1500.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
301,"Bloomfield Park, Donnybrook, Dublin 4",8847.0,1.0,0.0,8.0,2017-09-06,12.0,17.0,1.0,2.0,2.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,"Shrewsbury, Ballsbridge, Dublin 4",8847.0,1.0,0.0,13.0,2017-09-07,12.0,92.0,1.0,1.0,2.0,2100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
303,"82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",0.0,0.0,0.0,15.0,2017-09-10,12.0,43.0,1.0,2.0,2.0,2100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
304,"Beaumont Woods, Beaumont, Dublin 9",0.0,0.0,0.0,5.0,2017-09-08,12.0,90.0,1.0,1.0,2.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
305,"Hansted, Finnstown, Lucan, Co. Dublin",0.0,0.0,0.0,6.0,2017-09-10,12.0,93.0,1.0,2.0,3.0,1900.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
306,"Kevin Street, Dublin 4, Dublin 4",8191.0,1.0,0.0,18.0,2017-09-11,12.0,40.0,3.0,1.0,2.0,2500.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
307,"Ivey Court,Beaumont Woods, Beaumont, Dublin 9",8030.0,1.0,0.0,10.0,2017-09-14,12.0,90.0,1.0,2.0,2.0,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,"Clarion Quay, IFSC, Dublin 1",8030.0,1.0,0.0,7.0,2017-09-12,12.0,84.0,1.0,1.0,1.0,1800.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
309,"Elm Park House, Grange Wood, Rathfarnham, Dublin 16",4296.0,1.0,0.0,11.0,2017-10-09,12.0,22.0,1.0,1.0,2.0,2500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
310,"Cubes 8 Beacon South Quarter, Sandyford, Dublin 18",4296.0,1.0,0.0,26.0,2018-01-01,0.0,114.0,1.0,2.0,2.0,2400.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
311,"Spencer Dock, Dublin 1, Dublin 1",4296.0,1.0,0.0,6.0,2017-11-15,0.0,25.0,1.0,2.0,2.0,2600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
312,"Time Place, 21 Corrig Road, Sandyford, Dublin 18",4296.0,1.0,0.0,6.0,2017-10-01,6.0,114.0,1.0,2.0,2.0,2700.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
313,"Sandyford View,Blackglen Road, Sandyford, Dublin 18",4296.0,1.0,0.0,8.0,2017-08-31,0.0,114.0,1.0,2.0,2.0,2500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
314,"Rathgael, Clondalkin, Dublin 22",3088.0,1.0,0.0,7.0,2017-09-02,6.0,110.0,1.0,1.0,1.0,925.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
315,"The Square Hampton Wood, Santry, Dublin 9",9234.0,1.0,0.0,54.0,2017-08-26,12.0,55.0,1.0,2.0,2.0,1700.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
316,"Deerpark Road, Kiltipper, Dublin 24",9234.0,1.0,0.0,7.0,2017-09-10,12.0,30.0,1.0,2.0,2.0,1450.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
317,"River Park, Conyngham Road, Dublin 8, Dublin 8",0.0,0.0,0.0,7.0,2017-09-11,12.0,108.0,1.0,1.0,1.0,1575.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
318,"Francis Street, Dublin 8, Dublin 8",8191.0,1.0,0.0,34.0,2017-09-11,12.0,108.0,1.0,1.0,2.0,3250.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
319,"The Square Hampton Wood, Finglas, Dublin 11",9234.0,1.0,0.0,58.0,2017-07-14,12.0,26.0,1.0,1.0,1.0,1400.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
320,"The Square Hampton Wood, Finglas, Dublin 11",9234.0,1.0,0.0,58.0,2017-07-14,12.0,26.0,1.0,1.0,1.0,1400.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
321,"The Square Hampton Wood, Finglas, Dublin 11",9234.0,1.0,0.0,58.0,2017-07-12,12.0,26.0,1.0,2.0,2.0,1700.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
322,"87-89 Adelaide Square, Whitefriar Street, Dublin 8, Dublin 8",9234.0,1.0,0.0,12.0,2017-07-12,12.0,108.0,1.0,3.0,3.0,3300.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
323,"Dartry house, Orwell woods, Orwell Park, Dartry, Dublin 6",0.0,0.0,0.0,36.0,2017-08-24,12.0,115.0,1.0,3.0,2.0,2950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,"Bracken Hill, Sandyford, Dublin 18",0.0,0.0,0.0,6.0,2017-10-18,12.0,114.0,1.0,1.0,1.0,1400.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
325,"Hanover Quay, Dublin 2, Dublin 2",7247.0,1.0,0.0,1.0,2017-09-25,12.0,53.0,1.0,2.0,2.0,2800.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
326,"Carrington Park, Northwood, Santry, Dublin 9",2619.0,1.0,0.0,9.0,2017-09-12,12.0,55.0,1.0,2.0,2.0,1350.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
327,"Ellis Quay, Dublin 7, Dublin 7",0.0,0.0,0.0,1.0,2017-09-11,12.0,103.0,1.0,1.0,2.0,1950.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
328,"Clifden Court, Ellis Quay, Dublin 7, Dublin 7",0.0,0.0,0.0,15.0,2017-09-15,12.0,103.0,1.0,1.0,2.0,1800.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
329,"34 Tallow Hall, Belgard Square, Tallaght, Tallaght, Dublin 24",0.0,0.0,0.0,10.0,2017-09-01,12.0,64.0,1.0,2.0,2.0,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
330,"Hannah Square, St. Edmunds, Lucan, Co. Dublin",10.0,1.0,0.0,6.0,2017-09-08,12.0,93.0,1.0,2.0,2.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,"Hannah Square, St Edmunds, Palmerstown, Dublin 20",10.0,1.0,0.0,7.0,2017-09-08,12.0,59.0,1.0,2.0,2.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,"Apartment 5, 6 Proby Square, Blackrock, Co. Dublin",1367.0,1.0,0.0,9.0,2017-08-28,12.0,68.0,1.0,1.0,2.0,2300.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
333,"Mayeston Rise, Finglas, Dublin 11",1815.0,1.0,0.0,16.0,2017-10-02,12.0,26.0,1.0,2.0,2.0,1550.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
334,"The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",340.0,1.0,0.0,7.0,2017-10-01,0.0,92.0,1.0,1.0,1.0,3300.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
335,"Hanover Riverside, Sir Rogerson's Quay, Dublin 2, Dublin 2",340.0,1.0,0.0,17.0,2017-10-01,0.0,53.0,1.0,1.0,1.0,3450.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
336,"The Clayton,The Gasworks, Barrow Street, Ringsend, Dublin 4",340.0,1.0,0.0,8.0,2017-10-01,0.0,94.0,1.0,1.0,1.0,3300.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
337,"The Cedars, Herbert Park Lane, Ballsbridge, Dublin, Ballsbridge, Dublin 4",340.0,1.0,0.0,9.0,2017-10-01,0.0,92.0,1.0,1.0,1.0,3300.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
338,"Eastmoreland Court, Ballsbridge, Dublin 4",340.0,1.0,0.0,13.0,2017-10-01,0.0,92.0,1.0,1.0,2.0,3750.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
